Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
FILATEX,Filatex India Limited,0.0,0.0,0.0,0.0,0.0
FILATFASH,Filatex Fashions Limited,0.0,0.0,0.0,0.0,0.0
FINCABLES,Finolex Cables Limited,0.0,0.0,0.0,0.0,0.0
FINEORG,Fine Organic Industries Limited,0.0,0.0,0.0,0.0,0.0
FINKURVE,Finkurve Financial Services Limited,0.0,0.0,0.0,0.0,0.0
FINOPB,Fino Payments Bank Limited,0.0,0.0,0.0,0.0,0.0
FINPIPE,Finolex Industries Limited,0.0,0.0,0.0,0.0,0.0
FIRSTCRY,Brainbees Solutions Limited,0.0,0.0,0.0,0.0,0.0
FISCHER,Fischer Medical Ventures Limited,0.0,0.0,0.0,0.0,0.0
FIVESTAR,Five-Star Business Finance Limited,0.0,0.0,0.0,0.0,0.0
FLAIR,Flair Writing Industries Limited,0.0,0.0,0.0,0.0,0.0
FLEXITUFF,Flexituff Ventures International Limited,0.0,0.0,0.0,0.0,0.0
FLFL,Future Lifestyle Fashions Limited,0.0,0.0,0.0,0.0,0.0
FLUOROCHEM,Gujarat Fluorochemicals Limited,0.0,0.0,0.0,0.0,0.0
FMGOETZE,Federal-Mogul Goetze (India) Limited.,0.0,0.0,0.0,0.0,0.0
FMNL,Future Market Networks Limited,0.0,0.0,0.0,0.0,0.0
FOCUS,Focus Lighting and Fixtures Limited,0.0,0.0,0.0,0.0,0.0
FOODSIN,Foods & Inns Limited,0.0,0.0,0.0,0.0,0.0
FORCEMOT,FORCE MOTORS LTD,0.0,0.0,0.0,0.0,0.0
FORTIS,Fortis Healthcare Limited,0.0,0.0,0.0,0.0,0.0
FOSECOIND,Foseco India Limited,0.0,0.0,0.0,0.0,0.0
FRACTAL,Fractal Analytics Limited,0.0,0.0,0.0,0.0,0.0
FRONTSP,Frontier Springs Limited,0.0,0.0,0.0,0.0,0.0
FSL,Firstsource Solutions Limited,0.0,0.0,0.0,0.0,0.0
FUSION,Fusion Finance Limited,0.0,0.0,0.0,0.0,0.0
GABRIEL,Gabriel India Limited,0.0,0.0,0.0,0.0,0.0
GAEL,Gujarat Ambuja Exports Limited,0.0,0.0,0.0,0.0,0.0
GAIL,GAIL (India) Limited,0.0,0.0,0.0,0.0,0.0
GALAPREC,Gala Precision Engineering Limited,0.0,0.0,0.0,0.0,0.0
GALAXYSURF,Galaxy Surfactants Limited,0.0,0.0,0.0,0.0,0.0
GALLANTT,Gallantt Ispat Limited,0.0,0.0,0.0,0.0,0.0
GANDHAR,Gandhar Oil Refinery (India) Limited,0.0,0.0,0.0,0.0,0.0
GANDHITUBE,Gandhi Special Tubes Limited,0.0,0.0,0.0,0.0,0.0
GANECOS,Ganesha Ecosphere Limited,0.0,0.0,0.0,0.0,0.0
GANESHBE,Ganesh Benzoplast Limited,0.0,0.0,0.0,0.0,0.0
GANESHCP,Ganesh Consumer Products Limited,0.0,0.0,0.0,0.0,0.0
GANESHHOU,GANESH HOUSING LIMITED,0.0,0.0,0.0,0.0,0.0
GANGAFORGE,Ganga Forging Limited,0.0,0.0,0.0,0.0,0.0
GANGESSECU,Ganges Securities Limited,0.0,0.0,0.0,0.0,0.0
GARFIBRES,Garware Technical Fibres Limited,0.0,0.0,0.0,0.0,0.0
GARUDA,Garuda Construction and Engineering Limited,0.0,0.0,0.0,0.0,0.0
GATECH,GACM Technologies Limited,0.0,0.0,0.0,0.0,0.0
GATECHDVR,GACM Technologies Limited,0.0,0.0,0.0,0.0,0.0
GATEWAY,Gateway Distriparks Limited,0.0,0.0,0.0,0.0,0.0
GAUDIUMIVF,Gaudium IVF and Women Health Limited,0.0,0.0,0.0,0.0,0.0
GAYAHWS,Gayatri Highways Limited,0.0,0.0,0.0,0.0,0.0
GAYAPROJ,Gayatri Projects Limited,0.0,0.0,0.0,0.0,0.0
GCSL,Gretex Corporate Services Limited,0.0,0.0,0.0,0.0,0.0
GEECEE,GeeCee Ventures Limited,0.0,0.0,0.0,0.0,0.0
GEEKAYWIRE,Geekay Wires Limited,0.0,0.0,0.0,0.0,0.0
GEMAROMA,Gem Aromatics Limited,0.0,0.0,0.0,0.0,0.0
GENCON,Generic Engineering Construction and Projects Limited,0.0,0.0,0.0,0.0,0.0
GENESYS,Genesys International Corporation Limited,0.0,0.0,0.0,0.0,0.0
GENSOL,Gensol Engineering Limited,0.0,0.0,0.0,0.0,0.0
GENUSPAPER,Genus Paper & Boards Limited,0.0,0.0,0.0,0.0,0.0
GENUSPOWER,Genus Power Infrastructures Limited,0.0,0.0,0.0,0.0,0.0
GEOJITFSL,Geojit Financial Services Limited,0.0,0.0,0.0,0.0,0.0
GESHIP,The Great Eastern Shipping Company Limited,0.0,0.0,0.0,0.0,0.0
GFLLIMITED,GFL Limited,0.0,0.0,0.0,0.0,0.0
GFSTEELS,Grand Foundry Limited,0.0,0.0,0.0,0.0,0.0
GHCL,GHCL Limited,0.0,0.0,0.0,0.0,0.0
GHCLTEXTIL,GHCL Textiles Limited,0.0,0.0,0.0,0.0,0.0
GICHSGFIN,GIC Housing Finance Limited,0.0,0.0,0.0,0.0,0.0
GICL,Globe International Carriers Limited,0.0,0.0,0.0,0.0,0.0
GICRE,General Insurance Corporation of India,0.0,0.0,0.0,0.0,0.0
GILLANDERS,Gillanders Arbuthnot & Company Limited,0.0,0.0,0.0,0.0,0.0
GILLETTE,Gillette India Limited,0.0,0.0,0.0,0.0,0.0
GINNIFILA,Ginni Filaments Limited,0.0,0.0,0.0,0.0,0.0
GIPCL,Gujarat Industries Power Company Limited,0.0,0.0,0.0,0.0,0.0
GKENERGY,GK Energy Limited,0.0,0.0,0.0,0.0,0.0
GKSL,Gujarat Kidney And Super Speciality Limited,0.0,0.0,0.0,0.0,0.0
GKWLIMITED,GKW Limited,0.0,0.0,0.0,0.0,0.0
GLAND,Gland Pharma Limited,0.0,0.0,0.0,0.0,0.0
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
GLENMARK,Glenmark Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
GLFL,Gujarat Lease Financing Limited,0.0,0.0,0.0,0.0,0.0
GLOBAL,Global Education Limited,0.0,0.0,0.0,0.0,0.0
GLOBALE,Globale Tessile Limited,0.0,0.0,0.0,0.0,0.0
GLOBALVECT,Global Vectra Helicorp Limited,0.0,0.0,0.0,0.0,0.0
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,0.0,0.0,0.0,0.0,0.0
GLOBECIVIL,Globe Civil Projects Limited,0.0,0.0,0.0,0.0,0.0
GLOBUSSPR,Globus Spirits Limited,0.0,0.0,0.0,0.0,0.0
GLOSTERLTD,Gloster Limited,0.0,0.0,0.0,0.0,0.0
GLOTTIS,Glottis Limited,0.0,0.0,0.0,0.0,0.0
GMBREW,GM Breweries Limited,0.0,0.0,0.0,0.0,0.0
GMDCLTD,Gujarat Mineral Development Corporation Limited,0.0,0.0,0.0,0.0,0.0
GMMPFAUDLR,GMM Pfaudler Limited,0.0,0.0,0.0,0.0,0.0
GMRAIRPORT,GMR AIRPORTS LIMITED,0.0,0.0,0.0,0.0,0.0
GMRP&UI,GMR Power and Urban Infra Limited,0.0,0.0,0.0,0.0,0.0
GNA,GNA Axles Limited,0.0,0.0,0.0,0.0,0.0
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,0.0,0.0,0.0,0.0,0.0
GNRL,Gujarat Natural Resources Limited,0.0,0.0,0.0,0.0,0.0
GOACARBON,Goa Carbon Limited,0.0,0.0,0.0,0.0,0.0
GOCLCORP,GOCL Corporation Limited,0.0,0.0,0.0,0.0,0.0
GOCOLORS,Go Fashion (India) Limited,0.0,0.0,0.0,0.0,0.0
GODAVARIB,Godavari Biorefineries Limited,0.0,0.0,0.0,0.0,0.0
GODFRYPHLP,Godfrey Phillips India Limited,0.0,0.0,0.0,0.0,0.0
GODIGIT,Go Digit General Insurance Limited,0.0,0.0,0.0,0.0,0.0
GODREJAGRO,Godrej Agrovet Limited,0.0,0.0,0.0,0.0,0.0
GODREJCP,Godrej Consumer Products Limited,0.0,0.0,0.0,0.0,0.0
GODREJIND,Godrej Industries Limited,0.0,0.0,0.0,0.0,0.0
GODREJPROP,Godrej Properties Limited,0.0,0.0,0.0,0.0,0.0
GOKEX,Gokaldas Exports Limited,0.0,0.0,0.0,0.0,0.0
GOKUL,Gokul Refoils and Solvent Limited,0.0,0.0,0.0,0.0,0.0
GOKULAGRO,Gokul Agro Resources Limited,0.0,0.0,0.0,0.0,0.0
GOLDENTOBC,Golden Tobacco Limited,0.0,0.0,0.0,0.0,0.0
GOLDIAM,Goldiam International Limited,0.0,0.0,0.0,0.0,0.0
GOLDTECH,AION-TECH SOLUTIONS LIMITED,0.0,0.0,0.0,0.0,0.0
GOODLUCK,Goodluck India Limited,0.0,0.0,0.0,0.0,0.0
GOODYEAR,Goodyear India Limited,0.0,0.0,0.0,0.0,0.0
GOPAL,Gopal Snacks Limited,0.0,0.0,0.0,0.0,0.0
GOYALALUM,Goyal Aluminiums Limited,0.0,0.0,0.0,0.0,0.0
GPIL,Godawari Power And Ispat limited,0.0,0.0,0.0,0.0,0.0
GPPL,Gujarat Pipavav Port Limited,0.0,0.0,0.0,0.0,0.0
GPTHEALTH,GPT Healthcare Limited,0.0,0.0,0.0,0.0,0.0
GPTINFRA,GPT Infraprojects Limited,0.0,0.0,0.0,0.0,0.0
GRADIENTE,Gradiente Infotainment Limited,0.0,0.0,0.0,0.0,0.0
GRANDOAK,Grand Oak Canyons Distillery Limited,0.0,0.0,0.0,0.0,0.0
GRANULES,Granules India Limited,0.0,0.0,0.0,0.0,0.0
GRAPHITE,Graphite India Limited,0.0,0.0,0.0,0.0,0.0
GRASIM,Grasim Industries Limited,0.0,0.0,0.0,0.0,0.0
GRAUWEIL,Grauer & Weil India Limited,0.0,0.0,0.0,0.0,0.0
GRAVISSHO,Graviss Hospitality Limited,0.0,0.0,0.0,0.0,0.0
GRAVITA,Gravita India Limited,0.0,0.0,0.0,0.0,0.0
GREAVESCOT,Greaves Cotton Limited,0.0,0.0,0.0,0.0,0.0
GREENLAM,Greenlam Industries Limited,0.0,0.0,0.0,0.0,0.0
GREENPANEL,Greenpanel Industries Limited,0.0,0.0,0.0,0.0,0.0
GREENPLY,Greenply Industries Limited,0.0,0.0,0.0,0.0,0.0
GREENPOWER,Orient Green Power Company Limited,0.0,0.0,0.0,0.0,0.0
GRINDWELL,Grindwell Norton Limited,0.0,0.0,0.0,0.0,0.0
GRINFRA,G R Infraprojects Limited,0.0,0.0,0.0,0.0,0.0
GRMOVER,GRM Overseas Limited,0.0,0.0,0.0,0.0,0.0
GROBTEA,The Grob Tea Company Limited,0.0,0.0,0.0,0.0,0.0
GROWW,Billionbrains Garage Ventures Limited,0.0,0.0,0.0,0.0,0.0
GRPLTD,GRP Limited,0.0,0.0,0.0,0.0,0.0
GRSE,Garden Reach Shipbuilders & Engineers Limited,0.0,0.0,0.0,0.0,0.0
GRWRHITECH,Garware Hi-Tech Films Limited,0.0,0.0,0.0,0.0,0.0
GSFC,Gujarat State Fertilizers & Chemicals Limited,0.0,0.0,0.0,0.0,0.0
GSLSU,Global Surfaces Limited,0.0,0.0,0.0,0.0,0.0
GSPCROP,GSP Crop Science Limited,0.0,0.0,0.0,0.0,0.0
GSS,GSS Infotech Limited,0.0,0.0,0.0,0.0,0.0
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,0.0,0.0,0.0,0.0,0.0
GTL,GTL Limited,0.0,0.0,0.0,0.0,0.0
GTLINFRA,GTL Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
GTPL,GTPL Hathway Limited,0.0,0.0,0.0,0.0,0.0
GUFICBIO,Gufic Biosciences Limited,0.0,0.0,0.0,0.0,0.0
GUJALKALI,Gujarat Alkalies and Chemicals Limited,0.0,0.0,0.0,0.0,0.0
GUJAPOLLO,Gujarat Apollo Industries Limited,0.0,0.0,0.0,0.0,0.0
GUJENERGY,GUJARAT ENERGY LIMITED,0.0,0.0,0.0,0.0,0.0
GUJRAFFIA,Gujarat Raffia Industries Limited,0.0,0.0,0.0,0.0,0.0
GUJTHEM,Gujarat Themis Biosyn Limited,0.0,0.0,0.0,0.0,0.0
GULFOILLUB,Gulf Oil Lubricants India Limited,0.0,0.0,0.0,0.0,0.0
GULFPETRO,GP Petroleums Limited,0.0,0.0,0.0,0.0,0.0
GULPOLY,Gulshan Polyols Limited,0.0,0.0,0.0,0.0,0.0
GVKPIL,GVK Power & Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
GVPIL,GE Power India Limited,0.0,0.0,0.0,0.0,0.0
GVPTECH,GVP Infotech Limited,0.0,0.0,0.0,0.0,0.0
GVT&D,GE Vernova T&D India Limited,0.0,0.0,0.0,0.0,0.0
HAL,Hindustan Aeronautics Limited,0.0,0.0,0.0,0.0,0.0
HALDER,Halder Venture Limited,0.0,0.0,0.0,0.0,0.0
HALDYNGL,Haldyn Glass Limited,0.0,0.0,0.0,0.0,0.0
HALEOSLABS,HALEOS LABS LIMITED,0.0,0.0,0.0,0.0,0.0
HAPPSTMNDS,Happiest Minds Technologies Limited,0.0,0.0,0.0,0.0,0.0
HAPPYFORGE,Happy Forgings Limited,0.0,0.0,0.0,0.0,0.0
HARDWYN,Hardwyn India Limited,0.0,0.0,0.0,0.0,0.0
HARIOMPIPE,Hariom Pipe Industries Limited,0.0,0.0,0.0,0.0,0.0
HARRMALAYA,Harrisons  Malayalam Limited,0.0,0.0,0.0,0.0,0.0
HARSHA,Harsha Engineers International Limited,0.0,0.0,0.0,0.0,0.0
HATHWAY,Hathway Cable & Datacom Limited,0.0,0.0,0.0,0.0,0.0
HATSUN,Hatsun Agro Product Limited,0.0,0.0,0.0,0.0,0.0
HAVELLS,Havells India Limited,0.0,0.0,0.0,0.0,0.0
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
HAWKINCOOK,Hawkins Cookers Limited,0.0,0.0,0.0,0.0,0.0
HBESD,HB Estate Developers Limited,0.0,0.0,0.0,0.0,0.0
HBLENGINE,HBL Engineering Limited,0.0,0.0,0.0,0.0,0.0
HBSL,HB Stockholdings Limited,0.0,0.0,0.0,0.0,0.0
HCC,Hindustan Construction Company Limited,0.0,0.0,0.0,0.0,0.0
HCG,Healthcare Global Enterprises Limited,0.0,0.0,0.0,0.0,0.0
HCL-INSYS,HCL Infosystems Limited,0.0,0.0,0.0,0.0,0.0
HCLTECH,HCL Technologies Limited,0.0,0.0,0.0,0.0,0.0
HDBFS,HDB Financial Services Limited,0.0,0.0,0.0,0.0,0.0
HDFCAMC,HDFC Asset Management Company Limited,0.0,0.0,0.0,0.0,0.0
HDFCBANK,HDFC Bank Limited,0.0,0.0,0.0,0.0,0.0
HDFCLIFE,HDFC Life Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
HDIL,Housing Development and Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
HEADSUP,Heads UP Ventures Limited,0.0,0.0,0.0,0.0,0.0
HEALTHX,Health X Platform Limited,0.0,0.0,0.0,0.0,0.0
HECPROJECT,HEC Infra Projects Limited,0.0,0.0,0.0,0.0,0.0
HEG,HEG Limited,0.0,0.0,0.0,0.0,0.0
HEIDELBERG,HeidelbergCement India Limited,0.0,0.0,0.0,0.0,0.0
HEMIPROP,Hemisphere Properties India Limited,0.0,0.0,0.0,0.0,0.0
HERANBA,Heranba Industries Limited,0.0,0.0,0.0,0.0,0.0
HERITGFOOD,Heritage Foods Limited,0.0,0.0,0.0,0.0,0.0
HEROMOTOCO,Hero MotoCorp Limited,0.0,0.0,0.0,0.0,0.0
HESTERBIO,Hester Biosciences Limited,0.0,0.0,0.0,0.0,0.0
HEXAGON,Hexagon Nutrition Limited,0.0,0.0,0.0,0.0,0.0
HEXATRADEX,Hexa Tradex Limited,0.0,0.0,0.0,0.0,0.0
HEXT,Hexaware Technologies Limited,0.0,0.0,0.0,0.0,0.0
HFCL,HFCL Limited,0.0,0.0,0.0,0.0,0.0
HGINFRA,H.G. Infra Engineering Limited,0.0,0.0,0.0,0.0,0.0
HGM,HandsOn Global Management (HGM) Limited,0.0,0.0,0.0,0.0,0.0
HGS,Hinduja Global Solutions Limited,0.0,0.0,0.0,0.0,0.0
HIKAL,Hikal Limited,0.0,0.0,0.0,0.0,0.0
HILINFRA,Highway Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
HILTON,Hilton Metal Forging Limited,0.0,0.0,0.0,0.0,0.0
HIMATSEIDE,Himatsingka Seide Limited,0.0,0.0,0.0,0.0,0.0
HINDALCO,Hindalco Industries Limited,0.0,0.0,0.0,0.0,0.0
HINDCOMPOS,Hindustan Composites Limited,0.0,0.0,0.0,0.0,0.0
HINDCON,Hindcon Chemicals Limited,0.0,0.0,0.0,0.0,0.0
HINDCOPPER,Hindustan Copper Limited,0.0,0.0,0.0,0.0,0.0
HINDOILEXP,Hindustan Oil Exploration Company Limited,0.0,0.0,0.0,0.0,0.0
HINDPETRO,Hindustan Petroleum Corporation Limited,0.0,0.0,0.0,0.0,0.0
HINDUNILVR,Hindustan Unilever Limited,0.0,0.0,0.0,0.0,0.0
HINDWAREAP,Hindware Home Innovation Limited,0.0,0.0,0.0,0.0,0.0
HINDZINC,Hindustan Zinc Limited,0.0,0.0,0.0,0.0,0.0
HIRECT,Hind Rectifiers Limited,0.0,0.0,0.0,0.0,0.0
HISARMETAL,Hisar Metal Industries Limited,0.0,0.0,0.0,0.0,0.0
HITECH,Hi-Tech Pipes Limited,0.0,0.0,0.0,0.0,0.0
HITECHCORP,Hitech Corporation Limited,0.0,0.0,0.0,0.0,0.0
HITECHGEAR,The Hi-Tech Gears Limited,0.0,0.0,0.0,0.0,0.0
HLEGLAS,HLE Glascoat Limited,0.0,0.0,0.0,0.0,0.0
HLVLTD,HLV LIMITED,0.0,0.0,0.0,0.0,0.0
HMAAGRO,HMA Agro Industries Limited,0.0,0.0,0.0,0.0,0.0
HMT,HMT Limited,0.0,0.0,0.0,0.0,0.0
HMVL,Hindustan Media Ventures Limited,0.0,0.0,0.0,0.0,0.0
HNDFDS,Hindustan Foods Limited,0.0,0.0,0.0,0.0,0.0
HOMEFIRST,Home First Finance Company India Limited,0.0,0.0,0.0,0.0,0.0
HONASA,Honasa Consumer Limited,0.0,0.0,0.0,0.0,0.0
HONAUT,Honeywell Automation India Limited,0.0,0.0,0.0,0.0,0.0
HONDAPOWER,Honda India Power Products Limited,0.0,0.0,0.0,0.0,0.0
HPAL,HP Adhesives Limited,0.0,0.0,0.0,0.0,0.0
HPIL,Hindprakash Industries Limited,0.0,0.0,0.0,0.0,0.0
HPL,HPL Electric & Power Limited,0.0,0.0,0.0,0.0,0.0
HSCL,Himadri Speciality Chemical Limited,0.0,0.0,0.0,0.0,0.0
HTMEDIA,HT Media Limited,0.0,0.0,0.0,0.0,0.0
HUBTOWN,Hubtown Limited,0.0,0.0,0.0,0.0,0.0
HUDCO,Housing & Urban Development Corporation Limited,0.0,0.0,0.0,0.0,0.0
HUHTAMAKI,Huhtamaki India Limited,0.0,0.0,0.0,0.0,0.0
HYBRIDFIN,Hybrid Financial Services Limited,0.0,0.0,0.0,0.0,0.0
HYUNDAI,Hyundai Motor India Limited,0.0,0.0,0.0,0.0,0.0
IBULLSLTD,Indiabulls Limited,0.0,0.0,0.0,0.0,0.0
ICDSLTD,ICDS Limited,0.0,0.0,0.0,0.0,0.0
ICEMAKE,Ice Make Refrigeration Limited,0.0,0.0,0.0,0.0,0.0
ICICIAMC,ICICI Prudential Asset Management Company Limited,0.0,0.0,0.0,0.0,0.0
ICICIBANK,ICICI Bank Limited,0.0,0.0,0.0,0.0,0.0
ICICIGI,ICICI Lombard General Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
ICIL,Indo Count Industries Limited,0.0,0.0,0.0,0.0,0.0
ICRA,ICRA Limited,0.0,0.0,0.0,0.0,0.0
IDBI,IDBI Bank Limited,0.0,0.0,0.0,0.0,0.0
IDEA,Vodafone Idea Limited,0.0,0.0,0.0,0.0,0.0
IDEAFORGE,Ideaforge Technology Limited,0.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,IDFC First Bank Limited,0.0,0.0,0.0,0.0,0.0
IEX,Indian Energy Exchange Limited,0.0,0.0,0.0,0.0,0.0
IFBAGRO,IFB Agro Industries Limited,0.0,0.0,0.0,0.0,0.0
IFBIND,IFB Industries Limited,0.0,0.0,0.0,0.0,0.0
IFCI,IFCI Limited,0.0,0.0,0.0,0.0,0.0
IFGLEXPOR,IFGL Refractories Limited,0.0,0.0,0.0,0.0,0.0
IGARASHI,Igarashi Motors India Limited,0.0,0.0,0.0,0.0,0.0
IGCL,Indogulf Cropsciences Limited,0.0,0.0,0.0,0.0,0.0
IGIL,International Gemological Institute Limited,0.0,0.0,0.0,0.0,0.0
IGL,Indraprastha Gas Limited,0.0,0.0,0.0,0.0,0.0
IGPL,IG Petrochemicals Limited,0.0,0.0,0.0,0.0,0.0
IIFL,IIFL Finance Limited,0.0,0.0,0.0,0.0,0.0
IIFLCAPS,IIFL Capital Services Limited,0.0,0.0,0.0,0.0,0.0
IITL,Industrial Investment Trust Limited,0.0,0.0,0.0,0.0,0.0
IKIO,IKIO Technologies Limited,0.0,0.0,0.0,0.0,0.0
IKS,Inventurus Knowledge Solutions Limited,0.0,0.0,0.0,0.0,0.0
IL&FSENGG,IL&FS Engineering and Construction Company Limited,0.0,0.0,0.0,0.0,0.0
IL&FSTRANS,IL&FS Transportation Networks Limited,0.0,0.0,0.0,0.0,0.0
IMAGICAA,Imagicaaworld Entertainment Limited,0.0,0.0,0.0,0.0,0.0
IMFA,Indian Metals & Ferro Alloys Limited,0.0,0.0,0.0,0.0,0.0
IMPAL,India Motor Parts and Accessories Limited,0.0,0.0,0.0,0.0,0.0
IMPEXFERRO,Impex Ferro Tech Limited,0.0,0.0,0.0,0.0,0.0
INA,Insolation Energy Limited,0.0,0.0,0.0,0.0,0.0
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,0.0,0.0,0.0,0.0,0.0
INDBANK,Indbank Merchant Banking Services Limited,0.0,0.0,0.0,0.0,0.0
INDGN,Indegene Limited,0.0,0.0,0.0,0.0,0.0
INDHOTEL,The Indian Hotels Company Limited,0.0,0.0,0.0,0.0,0.0
INDIACEM,The India Cements Limited,0.0,0.0,0.0,0.0,0.0
INDIAGLYCO,India Glycols Limited,0.0,0.0,0.0,0.0,0.0
INDIAMART,Indiamart Intermesh Limited,0.0,0.0,0.0,0.0,0.0
INDIANB,Indian Bank,0.0,0.0,0.0,0.0,0.0
INDIANCARD,Indian Card Clothing Company Limited,0.0,0.0,0.0,0.0,0.0
INDIANHUME,Indian Hume Pipe Company Limited,0.0,0.0,0.0,0.0,0.0
INDIASHLTR,India Shelter Finance Corporation Limited,0.0,0.0,0.0,0.0,0.0
INDIGO,InterGlobe Aviation Limited,0.0,0.0,0.0,0.0,0.0
INDIGOPNTS,Indigo Paints Limited,0.0,0.0,0.0,0.0,0.0
INDIQUBE,Indiqube Spaces Limited,0.0,0.0,0.0,0.0,0.0
INDNIPPON,India Nippon Electricals Limited,0.0,0.0,0.0,0.0,0.0
INDOAMIN,Indo Amines Limited,0.0,0.0,0.0,0.0,0.0
INDOBORAX,Indo Borax & Chemicals Limited,0.0,0.0,0.0,0.0,0.0
INDOCO,Indoco Remedies Limited,0.0,0.0,0.0,0.0,0.0
INDOFARM,Indo Farm Equipment Limited,0.0,0.0,0.0,0.0,0.0
INDORAMA,Indo Rama Synthetics (India) Limited,0.0,0.0,0.0,0.0,0.0
INDOSTAR,IndoStar Capital Finance Limited,0.0,0.0,0.0,0.0,0.0
INDOTECH,Indo Tech Transformers Limited,0.0,0.0,0.0,0.0,0.0
INDOTHAI,Indo Thai Securities Limited,0.0,0.0,0.0,0.0,0.0
INDOUS,Indo Us Biotech Limited,0.0,0.0,0.0,0.0,0.0
INDOWIND,Indowind Energy Limited,0.0,0.0,0.0,0.0,0.0
INDPRUD,Industrial & Prudential Investment Company Limited,0.0,0.0,0.0,0.0,0.0
INDRAMEDCO,Indraprastha Medical Corporation Limited,0.0,0.0,0.0,0.0,0.0
INDSWFTLAB,Ind-Swift Laboratories Limited,0.0,0.0,0.0,0.0,0.0
INDTERRAIN,Indian Terrain Fashions Limited,0.0,0.0,0.0,0.0,0.0
INDUSINDBK,IndusInd Bank Limited,0.0,0.0,0.0,0.0,0.0
INDUSTOWER,Indus Towers Limited,0.0,0.0,0.0,0.0,0.0
INFOBEAN,InfoBeans Technologies Limited,0.0,0.0,0.0,0.0,0.0
INFOMEDIA,Infomedia Press Limited,0.0,0.0,0.0,0.0,0.0
INFY,Infosys Limited,0.0,0.0,0.0,0.0,0.0
INGERRAND,Ingersoll Rand (India) Limited,0.0,0.0,0.0,0.0,0.0
INNOVACAP,Innova Captab Limited,0.0,0.0,0.0,0.0,0.0
INNOVANA,Innovana Thinklabs Limited,0.0,0.0,0.0,0.0,0.0
INNOVISION,Innovision Limited,0.0,0.0,0.0,0.0,0.0
INOXGREEN,Inox Green Energy Services Limited,0.0,0.0,0.0,0.0,0.0
INOXINDIA,INOX India Limited,0.0,0.0,0.0,0.0,0.0
INOXWIND,Inox Wind Limited,0.0,0.0,0.0,0.0,0.0
INSECTICID,Insecticides (India) Limited,0.0,0.0,0.0,0.0,0.0
INSPIRISYS,Inspirisys Solutions Limited,0.0,0.0,0.0,0.0,0.0
INTELLECT,Intellect Design Arena Limited,0.0,0.0,0.0,0.0,0.0
INTENTECH,Intense Technologies Limited,0.0,0.0,0.0,0.0,0.0
INTERARCH,Interarch Building Solutions Limited,0.0,0.0,0.0,0.0,0.0
INTLCONV,International Conveyors Limited,0.0,0.0,0.0,0.0,0.0
INVENTURE,Inventure Growth & Securities Limited,0.0,0.0,0.0,0.0,0.0
INVPRECQ,Investment & Precision Castings Limited,0.0,0.0,0.0,0.0,0.0
IOB,Indian Overseas Bank,0.0,0.0,0.0,0.0,0.0
IOC,Indian Oil Corporation Limited,0.0,0.0,0.0,0.0,0.0
IOLCP,IOL Chemicals and Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
IONEXCHANG,ION Exchange (India) Limited,0.0,0.0,0.0,0.0,0.0
IPCALAB,IPCA Laboratories Limited,0.0,0.0,0.0,0.0,0.0
IPL,India Pesticides Limited,0.0,0.0,0.0,0.0,0.0
IRB,IRB Infrastructure Developers Limited,0.0,0.0,0.0,0.0,0.0
IRCON,Ircon International Limited,0.0,0.0,0.0,0.0,0.0
IRCTC,Indian Railway Catering And Tourism Corporation Limited,0.0,0.0,0.0,0.0,0.0
IREDA,Indian Renewable Energy Development Agency Limited,0.0,0.0,0.0,0.0,0.0
IRFC,Indian Railway Finance Corporation Limited,0.0,0.0,0.0,0.0,0.0
IRIS,IRIS RegTech Solutions Limited,0.0,0.0,0.0,0.0,0.0
IRISDOREME,Iris Clothings Limited,0.0,0.0,0.0,0.0,0.0
IRMENERGY,IRM Energy Limited,0.0,0.0,0.0,0.0,0.0
ISFT,Intrasoft Technologies Limited,0.0,0.0,0.0,0.0,0.0
ISGEC,Isgec Heavy Engineering Limited,0.0,0.0,0.0,0.0,0.0
ISHANCH,Ishan Dyes and Chemicals Limited,0.0,0.0,0.0,0.0,0.0
ITC,ITC Limited,0.0,0.0,0.0,0.0,0.0
ITCHOTELS,ITC Hotels Limited,0.0,0.0,0.0,0.0,0.0
ITDC,India Tourism Development Corporation Limited,0.0,0.0,0.0,0.0,0.0
ITI,ITI Limited,0.0,0.0,0.0,0.0,0.0
